path,label
data\augmented\4\0fd8ac83-615f-46b4-bcbc-33ff1a47ba0a_aug97.jpg,4
data\augmented\4\aaba655f-3a78-4bcb-9626-719f6a3aa2b3_aug98.jpg,4
data\augmented\4\63c940f7-c254-4ec5-8c02-1a936bc17c95_aug99.jpg,4
data\augmented\4\57b1c02f-d7dc-43dd-8380-fe4c0dfe62d6_aug100.jpg,4
data\augmented\4\dee7fb25-15ff-4d0a-bbba-2376b5b4e23a_aug101.jpg,4
data\augmented\4\9705d7a1-ce32-4623-b708-4edb219ac089_aug102.jpg,4
data\augmented\4\ab289479-2410-4b16-a2c7-578fe7501364_aug103.jpg,4
data\augmented\4\6993b605-2865-48db-933d-e69cf0d7ef87_aug104.jpg,4
data\augmented\4\1d7916f6-e737-4cad-8d0b-567804d228fc_aug105.jpg,4
data\augmented\4\23006d62-ad5f-4861-900d-803a11c70bf9_aug106.jpg,4
data\augmented\4\79e0dd75-3601-4a7c-946c-0efe76a1668a_aug107.jpg,4
data\augmented\4\bfe19f0a-00b0-433c-88c9-da6b95b6c936_aug108.jpg,4
data\augmented\4\3165a3f1-942a-434e-a59f-816ff2ea1a9a_aug109.jpg,4
data\augmented\4\40f4812e-c694-4cc3-af02-5e5b36c8224c_aug110.jpg,4
data\augmented\4\2bc9e2ad-fb87-4a6c-8f00-731ad505381e_aug111.jpg,4
data\augmented\4\dad6cdff-8b3b-4197-ae19-9039f138f332_aug112.jpg,4
data\augmented\4\b08e47d7-3382-4b01-80de-8f0d2a731711_aug113.jpg,4
data\augmented\4\a62de7c3-d35a-494d-aa8c-0f7ea9251d48_aug114.jpg,4
data\augmented\4\dd7f0c79-4733-4a38-8204-af6703146cfc_aug115.jpg,4
data\augmented\4\c081fdc3-9c08-444f-b77a-780d59650bc2_aug116.jpg,4
data\augmented\4\63c940f7-c254-4ec5-8c02-1a936bc17c95_aug117.jpg,4
data\augmented\4\0fd8ac83-615f-46b4-bcbc-33ff1a47ba0a_aug118.jpg,4
data\augmented\4\ba9067da-3c21-45e2-a531-85f02f456e86_aug119.jpg,4
data\augmented\4\31819d10-5c64-4574-b661-6aa48a4c0da8_aug120.jpg,4
data\augmented\4\bc7556a1-a653-4332-b81e-5d10fd394126_aug121.jpg,4
data\augmented\4\c0d73882-079a-4e6e-bc38-98086d4dd328_aug122.jpg,4
data\augmented\4\bb907b2c-c0ea-47e3-8b3a-bf9f28cb4702_aug123.jpg,4
data\augmented\4\63c940f7-c254-4ec5-8c02-1a936bc17c95_aug124.jpg,4
data\augmented\4\198cf974-ffc7-4bb0-a0d9-a6506fd810b0_aug125.jpg,4
data\augmented\4\bb907b2c-c0ea-47e3-8b3a-bf9f28cb4702_aug126.jpg,4
data\augmented\4\39b118ad-8df5-45a5-872d-17d49c247c67_aug127.jpg,4
data\augmented\4\8fb93c15-35cf-499d-8622-fec2873f083b_aug128.jpg,4
data\augmented\4\7c55bf5b-9c89-427c-bd80-5083c22643d0_aug129.jpg,4
data\augmented\4\c4b46380-1ce9-42bf-8603-32a69dd8daaf_aug130.jpg,4
data\augmented\4\7baea1fd-0680-4106-b229-135782dca37c_aug131.jpg,4
data\augmented\4\e291c0eb-d42d-4db3-990c-a726e0196576_aug132.jpg,4
data\augmented\4\84b0bfdb-135f-493d-9af6-29f64288f5ae_aug133.jpg,4
data\augmented\4\ee350689-c9af-4ef7-a69f-e37ce6a26867_aug134.jpg,4
data\augmented\4\fcdc47d1-1c09-42af-ae79-e7991448e3ee_aug135.jpg,4
data\augmented\4\737fda3c-d36a-44e6-8941-9fab3e2f3e70_aug136.jpg,4
data\augmented\4\9a417c41-1302-42d4-8c32-926b9a1a9981_aug137.jpg,4
data\augmented\4\b3bc7f35-74ec-4bfb-9974-1f7bfc66fbbf_aug138.jpg,4
data\augmented\4\bf636a97-1c63-4cd4-a178-03a59a53e16a_aug139.jpg,4
data\augmented\4\1cbba3aa-9909-491c-b446-986266fef43e_aug140.jpg,4
data\augmented\4\f470de4a-183c-4cf8-93bf-4602f17f0dc3_aug141.jpg,4
data\augmented\4\aaba655f-3a78-4bcb-9626-719f6a3aa2b3_aug142.jpg,4
data\augmented\4\b08e47d7-3382-4b01-80de-8f0d2a731711_aug143.jpg,4
data\augmented\4\1081e8ee-3b62-418d-a995-a613944f71cf_aug144.jpg,4
data\augmented\4\bf636a97-1c63-4cd4-a178-03a59a53e16a_aug145.jpg,4
data\augmented\4\39359758-99a4-46df-b55b-152f414c4ade_aug146.jpg,4
data\augmented\4\0f86a718-2142-41d0-894e-203e25a5f1a2_aug147.jpg,4
data\augmented\4\feac03eb-06da-4150-ad57-bf206a2752ca_aug148.jpg,4
data\augmented\4\feac03eb-06da-4150-ad57-bf206a2752ca_aug149.jpg,4
data\augmented\4\3470f797-1597-4081-a4d0-157d740e9f5a_aug150.jpg,4
data\augmented\4\e1ca44da-f2d0-452b-ad4c-11a867922d56_aug151.jpg,4
data\augmented\4\7ec3238d-0704-464e-a8c6-83301e90ce36_aug152.jpg,4
data\augmented\4\b328be4b-287a-4a2c-8fa1-d5a78684f11d_aug153.jpg,4
data\augmented\4\88bfa250-44e0-4496-a1e9-9f325d91246c_aug154.jpg,4
data\augmented\4\2e9a3ce5-2c5d-4e9d-af1e-9b5d1c93c681_aug155.jpg,4
data\augmented\4\bb930376-f486-4313-b79c-1a6239aec35b_aug156.jpg,4
data\augmented\4\5787568d-59be-47da-9a3d-cc0cfe2808be_aug157.jpg,4
data\augmented\4\8b724140-52c4-493b-a7ba-61bdea7c3742_aug158.jpg,4
data\augmented\4\b328be4b-287a-4a2c-8fa1-d5a78684f11d_aug159.jpg,4
data\augmented\4\976463fa-b9cb-4d4c-a5e0-96fd67774a34_aug160.jpg,4
data\augmented\4\3437bc9d-cbd6-4366-a65d-3d405ce2c822_aug161.jpg,4
data\augmented\4\79e0dd75-3601-4a7c-946c-0efe76a1668a_aug162.jpg,4
data\augmented\4\a4d6c9cb-f107-4763-af96-80305b466a76_aug163.jpg,4
data\augmented\4\c4b46380-1ce9-42bf-8603-32a69dd8daaf_aug164.jpg,4
data\augmented\4\bdfb04a3-45cd-4b93-9778-ebd2e0d73892_aug165.jpg,4
data\augmented\4\6993b605-2865-48db-933d-e69cf0d7ef87_aug166.jpg,4
data\augmented\4\0fd8ac83-615f-46b4-bcbc-33ff1a47ba0a_aug167.jpg,4
data\augmented\4\0dc3073e-070e-45ef-a9b9-600f6741cdb0_aug168.jpg,4
data\augmented\4\88bfa250-44e0-4496-a1e9-9f325d91246c_aug169.jpg,4
data\augmented\4\0dc3073e-070e-45ef-a9b9-600f6741cdb0_aug170.jpg,4
data\augmented\4\a20c36b3-8685-479e-a8ed-48ba36d70e2d_aug171.jpg,4
data\augmented\4\6ca2ffc8-94e0-4ea6-9803-09aade52951b_aug172.jpg,4
data\augmented\4\002fc2d6-2799-4601-a08c-d99daa4577a4_aug173.jpg,4
data\augmented\4\f8afcbbd-7c4d-412a-a8a0-e5c1f8e8db64_aug174.jpg,4
data\augmented\4\7a581789-b595-4f8d-bf20-83ccd2948138_aug175.jpg,4
data\augmented\4\acb8e6fd-aa8a-4ed5-b70d-ce6fab665e88_aug176.jpg,4
data\augmented\4\3437bc9d-cbd6-4366-a65d-3d405ce2c822_aug177.jpg,4
data\augmented\4\e33987b9-9924-460b-8c54-f2013a37aee7_aug178.jpg,4
data\augmented\4\0f86a718-2142-41d0-894e-203e25a5f1a2_aug179.jpg,4
data\augmented\4\346ab40d-2a21-4c35-9e03-230ddee6e3b9_aug180.jpg,4
data\augmented\4\8cac138f-2a2c-4c3d-b403-ed51792ce8da_aug181.jpg,4
data\augmented\4\18914dc8-d184-4b33-861d-6dc671a9cf0b_aug182.jpg,4
data\augmented\4\acb8e6fd-aa8a-4ed5-b70d-ce6fab665e88_aug183.jpg,4
data\augmented\4\807268bc-c5b1-4de9-a301-2aa2f5798b24_aug184.jpg,4
data\augmented\4\6993b605-2865-48db-933d-e69cf0d7ef87_aug185.jpg,4
data\augmented\4\57b1c02f-d7dc-43dd-8380-fe4c0dfe62d6_aug186.jpg,4
data\augmented\4\b8c420d3-87ee-4316-8658-35be2f96fc7b_aug187.jpg,4
data\augmented\4\a39a32f4-5a17-41be-9894-31181c910d04_aug188.jpg,4
data\augmented\4\0ac64aca-c63c-41a1-90ce-000211985691_aug189.jpg,4
data\augmented\4\6f3b98c9-53f9-46c8-b0a8-51b5e1d21702_aug190.jpg,4
data\augmented\4\39b118ad-8df5-45a5-872d-17d49c247c67_aug191.jpg,4
data\augmented\4\73afd0b5-9bb2-44ca-a664-3ed5f26ce13a_aug192.jpg,4
data\augmented\4\bb930376-f486-4313-b79c-1a6239aec35b_aug193.jpg,4
data\augmented\4\5d6dc9f9-bbc7-486d-b5f9-05db01232f31_aug194.jpg,4
data\augmented\4\aaba655f-3a78-4bcb-9626-719f6a3aa2b3_aug195.jpg,4
data\augmented\4\23006d62-ad5f-4861-900d-803a11c70bf9_aug196.jpg,4
data\augmented\4\4addfc1e-6fa2-4618-9775-9e8a61ca4d69_aug197.jpg,4
data\augmented\4\346ab40d-2a21-4c35-9e03-230ddee6e3b9_aug198.jpg,4
data\augmented\4\5d8b9a28-6eac-4eca-95b4-1d92eedfecf3_aug199.jpg,4
data\augmented\4\bc7556a1-a653-4332-b81e-5d10fd394126_aug200.jpg,4
data\augmented\4\284b575f-bebf-45b5-b4aa-4b68251607e2_aug201.jpg,4
data\augmented\4\79e0dd75-3601-4a7c-946c-0efe76a1668a_aug202.jpg,4
data\augmented\4\23006d62-ad5f-4861-900d-803a11c70bf9_aug203.jpg,4
data\augmented\4\2e9a3ce5-2c5d-4e9d-af1e-9b5d1c93c681_aug204.jpg,4
data\augmented\4\5e875b4d-4f06-4069-8c2c-85d2f5813495_aug205.jpg,4
data\augmented\4\8b724140-52c4-493b-a7ba-61bdea7c3742_aug206.jpg,4
data\augmented\4\9a417c41-1302-42d4-8c32-926b9a1a9981_aug207.jpg,4
data\augmented\4\5787568d-59be-47da-9a3d-cc0cfe2808be_aug208.jpg,4
data\augmented\4\e291c0eb-d42d-4db3-990c-a726e0196576_aug209.jpg,4
data\augmented\4\dee7fb25-15ff-4d0a-bbba-2376b5b4e23a_aug210.jpg,4
data\augmented\4\2b62e10a-c16c-4b37-83c7-c1254ed26f73_aug211.jpg,4
data\augmented\4\a61e0894-54cc-4d89-a2fc-092065d1cdbb_aug212.jpg,4
data\augmented\4\eb7acf4c-227a-43f0-88f4-3e5661cc0b34_aug213.jpg,4
data\augmented\4\745eb6c5-cd86-4ef9-9225-94dbcb4d8a2b_aug214.jpg,4
data\augmented\4\eb746787-430d-47dd-bef6-8a8d2eb9a382_aug215.jpg,4
data\augmented\4\219d4849-82f8-435d-8657-a3ddb8406658_aug216.jpg,4
data\augmented\4\ac590c68-54fd-4db7-9fe3-b636e9e675ed_aug217.jpg,4
data\augmented\4\5fcf1e18-edcd-450a-9998-cd0c8007a779_aug218.jpg,4
data\augmented\4\5e875b4d-4f06-4069-8c2c-85d2f5813495_aug219.jpg,4
data\augmented\4\a9fbae50-403c-4cf1-a0d5-45add0a76834_aug220.jpg,4
data\augmented\4\8501c022-e8af-4428-981e-f38141c361f4_aug221.jpg,4
data\augmented\4\c1e30ce6-c6f6-494c-91fb-3fe8974728bf_aug222.jpg,4
data\augmented\4\284b575f-bebf-45b5-b4aa-4b68251607e2_aug223.jpg,4
data\augmented\4\bdfb04a3-45cd-4b93-9778-ebd2e0d73892_aug224.jpg,4
data\augmented\4\68e7733d-593a-4c93-b0bd-7ffbceb927bf_aug225.jpg,4
data\augmented\4\0bcf94f6-24e3-42f6-bee8-169a74c288e1_aug226.jpg,4
data\augmented\4\39359758-99a4-46df-b55b-152f414c4ade_aug227.jpg,4
data\augmented\4\198cf974-ffc7-4bb0-a0d9-a6506fd810b0_aug228.jpg,4
data\augmented\4\b7c0c9a5-f197-4002-89a4-edc08319f15e_aug229.jpg,4
data\augmented\4\d4d0a874-b167-450d-9f15-0cfda6b9a0ed_aug230.jpg,4
data\augmented\4\010f9785-e79d-490f-9502-94442c1959df_aug231.jpg,4
data\augmented\4\1e043b0d-fd79-4428-91d5-ba2dc66f9f3a_aug232.jpg,4
data\augmented\4\ecd5dc1a-a7eb-4552-9b2c-c132fbc75f1b_aug233.jpg,4
data\augmented\4\558f444c-5091-46ed-b022-c510a077eca7_aug234.jpg,4
data\augmented\4\00e8a691-cd60-427d-b20e-2ce279e1b26d_aug235.jpg,4
data\augmented\4\2b18029f-983a-4da2-9f63-c8d23f867ff4_aug236.jpg,4
data\augmented\4\57bcf541-e18c-4c06-9834-87d7dae81f8c_aug237.jpg,4
data\augmented\4\b44301b3-cb13-45a2-9ed7-721896df65b5_aug238.jpg,4
data\augmented\4\a075f7e8-e464-4ad9-b01e-5328d9fb93c2_aug239.jpg,4
data\augmented\4\00d9085a-0f38-4dc2-b4ff-09a22cd0e7cd_aug240.jpg,4
data\augmented\4\1e043b0d-fd79-4428-91d5-ba2dc66f9f3a_aug241.jpg,4
data\augmented\4\c6608cb6-efaa-4563-bd38-d6b1d63b8d61_aug242.jpg,4
data\augmented\4\5787568d-59be-47da-9a3d-cc0cfe2808be_aug243.jpg,4
data\augmented\4\7fa3b2d6-a87a-47a3-b32d-5fed18c6965b_aug244.jpg,4
data\augmented\1\b6fce795-e695-4761-ab5b-796057642f5d_aug0.jpg,1
data\augmented\1\7e51f4b6-2c17-4e4c-b664-01ca670ee374_aug1.jpg,1
data\augmented\1\1d8b94d6-4e05-4f6c-b82a-9ced1643e872_aug2.jpg,1
data\augmented\1\1864674c-5b1c-4286-8a43-84ed60c99371_aug3.jpg,1
data\augmented\1\4f574cca-5da2-4a83-af94-40bac8d534bb_aug4.jpg,1
data\augmented\1\42f30768-e0db-4081-8ea7-1b721e9090da_aug5.jpg,1
data\augmented\1\fca40c12-7e83-4157-88bb-48f16684073d_aug6.jpg,1
data\augmented\1\8fd71ed9-d46b-4693-b4f9-3df258f00095_aug7.jpg,1
data\augmented\1\e8a953b7-97ec-4bda-9a36-7e78fe016b33_aug8.jpg,1
data\augmented\1\94346364-b6c5-49c7-8765-fa1cf258213c_aug9.jpg,1
data\augmented\1\78bee59f-0ef7-4ee8-aa12-92b00d3fee37_aug10.jpg,1
data\augmented\1\107270ed-bf0e-4d03-ad75-84326da754d1_aug11.jpg,1
data\augmented\1\f8e507fa-3a8d-4313-8d39-c00f8222b80b_aug12.jpg,1
data\augmented\1\adfccf36-cb32-40d4-83a4-99f47227fe42_aug13.jpg,1
data\augmented\1\ed9c7544-4ae8-44ea-a829-237ef36e261e_aug14.jpg,1
data\augmented\1\70a6960d-1828-4330-b342-663c1fd0233e_aug15.jpg,1
data\augmented\1\dec53e30-d9a8-4fd5-b9ca-e5bda9e9bcce_aug16.jpg,1
data\augmented\1\a620c449-c90b-441b-beee-0a5a9bd31f3b_aug17.jpg,1
data\augmented\1\7c9adcc6-d980-4cd0-9cbc-f798084332ee_aug18.jpg,1
data\augmented\1\038b5f13-57ea-492a-90f3-3aa8e8f24306_aug19.jpg,1
data\augmented\1\8ae723c3-9c62-459d-9f2a-7f366d3a9559_aug20.jpg,1
data\augmented\1\1a296560-8141-4516-bbd7-3f8a8b3e0897_aug21.jpg,1
data\augmented\1\b857905f-e729-4ca1-9380-ea25dd1dba4b_aug22.jpg,1
data\augmented\1\3114a21c-7106-4ad7-a308-ae9ceab4e1e7_aug23.jpg,1
data\augmented\1\2de0e6d4-bc80-42e4-a650-ed15a1d0923e_aug24.jpg,1
data\augmented\1\8140abc7-7edc-4d5e-b2bf-82c17cb8289d_aug25.jpg,1
data\augmented\1\d97a65a0-c876-4174-b73b-25a50a6958af_aug26.jpg,1
data\augmented\1\0fc1fcab-a0ab-45c0-a733-2dc23af9585f_aug27.jpg,1
data\augmented\1\e713aac2-72c5-4e3d-81e6-15551b0d2aa6_aug28.jpg,1
data\augmented\1\305d0664-afd6-4b57-95af-4070aafcb2ef_aug29.jpg,1
data\augmented\1\34052334-4100-4d50-8946-bba912d7f680_aug30.jpg,1
data\augmented\1\c99dddb9-22aa-4157-adcd-4286e7f99ae3_aug31.jpg,1
data\augmented\1\07554948-aaaa-45f6-b434-319fc74aedab_aug32.jpg,1
data\augmented\1\a886a8a7-5fc2-4545-bdd1-7535610b2b71_aug33.jpg,1
data\augmented\1\370e3695-2999-4400-9cf3-2537a0afd9c9_aug34.jpg,1
data\augmented\1\a6d588cd-b07c-4a01-9ec5-848b06353b8b_aug35.jpg,1
data\augmented\1\1a296560-8141-4516-bbd7-3f8a8b3e0897_aug36.jpg,1
data\augmented\1\0c568586-028a-4807-aa9b-95ca95cf3b5c_aug37.jpg,1
data\augmented\1\4693da14-093b-4892-bc1f-42f42e1668b3_aug38.jpg,1
data\augmented\1\5f18d719-6e3f-428f-b278-af8169d27aac_aug39.jpg,1
data\augmented\1\c4bd9a5b-aa43-4b6c-aaa1-a73aeddd317a_aug40.jpg,1
data\augmented\1\0835f54a-8ae7-448d-8971-29634635550c_aug41.jpg,1
data\augmented\1\aae99449-95af-41f7-a6c1-e32456271a59_aug42.jpg,1
data\augmented\1\2a3b1d10-5233-475e-8c27-6cfc7c248a2e_aug43.jpg,1
data\augmented\1\4d5385d8-30f4-426e-a89e-e18d72ef183d_aug44.jpg,1
data\augmented\1\370e3695-2999-4400-9cf3-2537a0afd9c9_aug45.jpg,1
data\augmented\1\1f3b2079-2226-454c-8557-1419da6b9d83_aug46.jpg,1
data\augmented\1\ca7ce372-53be-4957-b9c0-29544b52e076_aug47.jpg,1
data\augmented\1\82af8dd4-e3b6-49ab-af38-52bff882c16d_aug48.jpg,1
data\augmented\1\7ed8070b-5f68-4a1e-87f0-c2edc6232309_aug49.jpg,1
data\augmented\1\fca40c12-7e83-4157-88bb-48f16684073d_aug50.jpg,1
data\augmented\1\a6d588cd-b07c-4a01-9ec5-848b06353b8b_aug51.jpg,1
data\augmented\1\8fd71ed9-d46b-4693-b4f9-3df258f00095_aug52.jpg,1
data\augmented\1\777f9395-e0ae-46e7-bd02-111244d028b8_aug53.jpg,1
data\augmented\1\63d09200-0692-4308-a655-8a41e8fa9656_aug54.jpg,1
data\augmented\1\352669fc-aefd-45c5-9e5f-9e9bf2629e0b_aug55.jpg,1
data\augmented\1\d57a2d16-d769-433b-a512-511eec37f2ae_aug56.jpg,1
data\augmented\1\a5d8ca43-ee18-403e-b5d1-1b2adf9096ca_aug57.jpg,1
data\augmented\1\6c03f2a4-1051-4cd7-8eb7-bb338301cea9_aug58.jpg,1
data\augmented\1\6436bab4-9637-4842-af2f-1622c28474c6_aug59.jpg,1
data\augmented\1\c02c4abd-6e11-4c90-a428-6395aad138ec_aug60.jpg,1
data\augmented\1\084bedbf-874c-47c6-a631-45afbb45e457_aug61.jpg,1
data\augmented\1\7354c56e-c477-4098-b898-f103ee1f2254_aug62.jpg,1
data\augmented\1\92ef2109-c3b0-4352-820b-61c121577fbe_aug63.jpg,1
data\augmented\1\24bb6b71-e3df-4876-8e6a-ac0fb880ffce_aug64.jpg,1
data\augmented\1\e328ff01-62d0-4bd5-9c26-ac3268137c35_aug65.jpg,1
data\augmented\1\7b98cce2-b6b0-4710-bdfe-f076925268f2_aug66.jpg,1
data\augmented\1\7798d1b0-0f26-4398-8566-6e8980da6a4e_aug67.jpg,1
data\augmented\1\204e476c-4ece-4e5f-9a3d-158a3fbd8631_aug68.jpg,1
data\augmented\1\038b5f13-57ea-492a-90f3-3aa8e8f24306_aug69.jpg,1
data\augmented\1\e96bd457-8c4a-4fe8-9ab2-0c2b29587559_aug70.jpg,1
data\augmented\1\0f7b2976-4e02-4217-8c89-725cd91b28cf_aug71.jpg,1
data\augmented\1\33b1d572-b5f6-48fd-aa53-4b3cfc16384a_aug72.jpg,1
data\augmented\1\f5020c6f-656e-4804-bfd1-f69f9b68b5a4_aug73.jpg,1
data\augmented\1\dec53e30-d9a8-4fd5-b9ca-e5bda9e9bcce_aug74.jpg,1
data\augmented\1\8200a980-d9fe-4d5a-861d-db9258cff84e_aug75.jpg,1
data\augmented\1\17328bd2-80c0-42ff-a1c1-b231aa646cdb_aug76.jpg,1
data\augmented\1\f122c93c-79a3-4f31-8fdd-9df7856c3523_aug77.jpg,1
data\augmented\1\9cca8f04-15c8-4dae-8311-d346fdb3df52_aug78.jpg,1
data\augmented\1\042cd1b3-260d-42d2-ab8c-1dd8acc997bc_aug79.jpg,1
data\augmented\1\f92974f7-fdc3-4abd-aade-42d20bc43376_aug80.jpg,1
data\augmented\1\1f3b2079-2226-454c-8557-1419da6b9d83_aug81.jpg,1
data\augmented\1\1f3b2079-2226-454c-8557-1419da6b9d83_aug82.jpg,1
data\augmented\1\8200a980-d9fe-4d5a-861d-db9258cff84e_aug83.jpg,1
data\augmented\1\d2bae574-a367-4d6e-aa50-0fe5aac59a66_aug84.jpg,1
data\augmented\1\667af464-ba4e-4901-a060-c146f1964955_aug85.jpg,1
data\augmented\1\7d6d16ee-a613-4885-93df-6598777e57fc_aug86.jpg,1
data\augmented\1\2f524c45-d60e-4e2e-9c22-a13ac9720e40_aug87.jpg,1
data\augmented\1\2f524c45-d60e-4e2e-9c22-a13ac9720e40_aug88.jpg,1
data\augmented\1\8fdea917-77a1-42a8-bb7f-90f98a27e25f_aug89.jpg,1
data\augmented\1\7b01c997-3282-4a70-aa50-7872a452b50b_aug90.jpg,1
data\augmented\1\dabe9b2c-74e3-41b0-a76f-53f2b91409ac_aug91.jpg,1
data\augmented\1\b0cfbd60-aff7-4d65-b877-270db67dde08_aug92.jpg,1
data\augmented\1\2f608b54-4f52-4065-8c59-5c16fb6cdb64_aug93.jpg,1
data\augmented\1\c02c4abd-6e11-4c90-a428-6395aad138ec_aug94.jpg,1
data\augmented\1\d0cf0325-c99a-4211-a6cf-4519431b1768_aug95.jpg,1
data\augmented\1\7c0fe3d6-07f0-4243-96ea-119423c0c987_aug96.jpg,1
data\augmented\1\88753f7f-f33b-4bfc-9ec2-e2d1b8aec40e_aug97.jpg,1
data\augmented\1\8ba7f81b-4cb0-4e1f-8169-5df1e4663a15_aug98.jpg,1
data\augmented\1\c99dddb9-22aa-4157-adcd-4286e7f99ae3_aug99.jpg,1
data\augmented\1\0e2b851d-ec31-4558-b23a-416fbf014ea8_aug100.jpg,1
data\augmented\1\8f316c3b-e1aa-4827-be57-1e6440978638_aug101.jpg,1
data\augmented\1\ace067e9-d736-42ec-a48b-7c6f40ddae61_aug102.jpg,1
data\augmented\1\cf52e0a6-2ab6-491f-8ada-aef4862eae9b_aug103.jpg,1
data\augmented\1\d4f909df-c952-4e20-9bd6-8add62754140_aug104.jpg,1
data\augmented\1\fcce165f-2523-476a-8e69-26dd321fed99_aug105.jpg,1
data\augmented\1\3806bb4b-9e9c-4a23-a99a-cd5c1f5b07a7_aug106.jpg,1
data\augmented\1\574baf4a-cbf4-40be-84fa-886cf0c9f97a_aug107.jpg,1
data\augmented\1\82d927e0-808b-495d-a1de-bca49e2fdb63_aug108.jpg,1
data\augmented\1\a8342cb4-5d57-40c3-ae48-02d64e069f05_aug109.jpg,1
data\augmented\1\06da1251-3120-4013-a2b0-1543ef859d5f_aug110.jpg,1
data\augmented\1\042cd1b3-260d-42d2-ab8c-1dd8acc997bc_aug111.jpg,1
data\augmented\1\a6d588cd-b07c-4a01-9ec5-848b06353b8b_aug112.jpg,1
data\augmented\1\17328bd2-80c0-42ff-a1c1-b231aa646cdb_aug113.jpg,1
data\augmented\1\7004fe13-3ea6-4eb3-adc5-3f3643b9f5ba_aug114.jpg,1
data\augmented\1\0ba865ef-01dd-44c3-ad0b-d20e0b38e2f9_aug115.jpg,1
data\augmented\1\c9976845-e978-4d88-a241-224da94d881d_aug116.jpg,1
data\augmented\1\628ebe28-dc41-4cea-bfee-c5d97ca898b8_aug117.jpg,1
data\augmented\1\3de92d06-8701-41b9-9dae-40f2eaed1f78_aug118.jpg,1
data\augmented\1\8140abc7-7edc-4d5e-b2bf-82c17cb8289d_aug119.jpg,1
data\augmented\1\51a88db4-964c-4eb4-a1ac-f8ca09e4ae8e_aug120.jpg,1
data\augmented\1\777f9395-e0ae-46e7-bd02-111244d028b8_aug121.jpg,1
data\augmented\1\e1f19fba-a8c6-41ad-b134-c76935d6f70b_aug122.jpg,1
data\augmented\1\d04fea71-0b28-4477-a962-74e1ce2f2eec_aug123.jpg,1
data\augmented\1\61c10429-7143-48e6-9a90-ae3199e55e3b_aug124.jpg,1
data\augmented\1\7997a5e3-763e-4060-9490-38ce7a546805_aug125.jpg,1
data\augmented\1\d7adce70-4b06-495d-b7e8-f37079c3a21e_aug126.jpg,1
data\augmented\1\7f4c05b4-c039-492e-aa72-60bd4f499a88_aug127.jpg,1
data\augmented\1\ed9c7544-4ae8-44ea-a829-237ef36e261e_aug128.jpg,1
data\augmented\1\930514b8-3919-4027-9dd8-e95317f13418_aug129.jpg,1
data\augmented\1\7c0fe3d6-07f0-4243-96ea-119423c0c987_aug130.jpg,1
data\augmented\1\3806bb4b-9e9c-4a23-a99a-cd5c1f5b07a7_aug131.jpg,1
data\augmented\1\c057773a-d8f6-427a-874d-dff33eb577e9_aug132.jpg,1
data\augmented\1\1a296560-8141-4516-bbd7-3f8a8b3e0897_aug133.jpg,1
data\augmented\1\b5d24168-7e46-47d4-8fe8-87e574394dad_aug134.jpg,1
data\augmented\1\5fc98e2e-c5f5-4197-88a8-67ae78b05516_aug135.jpg,1
data\augmented\1\a8342cb4-5d57-40c3-ae48-02d64e069f05_aug136.jpg,1
data\augmented\1\fc5aa9d5-4f71-49df-9fae-2742f9fc028d_aug137.jpg,1
data\augmented\1\37f866ba-ab90-4936-8371-78cb455d3231_aug138.jpg,1
data\augmented\1\436a161f-0fd1-4a11-926d-1bbaf503ec3a_aug139.jpg,1
data\augmented\1\4d5385d8-30f4-426e-a89e-e18d72ef183d_aug140.jpg,1
data\augmented\1\ddfd45ca-0ffc-4498-97d7-04b6c744c296_aug141.jpg,1
data\augmented\2\07cd9916-5d7b-4d14-8ccf-e715ce8abd18_aug0.jpg,2
data\augmented\2\3ab3f789-8c1e-4fac-bd09-d61928db0eee_aug1.jpg,2
data\augmented\2\9f8aec57-6c59-4ccd-bfa2-69a46c16e290_aug2.jpg,2
data\augmented\2\8cf626c3-c57d-40f4-94b8-fd1da4575b9a_aug3.jpg,2
data\augmented\2\a11e1693-57cb-4c9e-a1c2-320134048837_aug4.jpg,2
data\augmented\2\95fb5ccf-c21c-4d75-b508-d44cd4f83f13_aug5.jpg,2
data\augmented\2\26c8617b-8db1-4036-9ce9-7ce6054eebe3_aug6.jpg,2
data\augmented\2\01ac46ca-db39-44c6-99b7-ab3c0d90dd20_aug7.jpg,2
data\augmented\2\d06e8d5f-3293-4879-b712-815693a974b0_aug8.jpg,2
data\augmented\2\f9b66097-b9af-47a0-80ef-9f1f729c970c_aug9.jpg,2
data\augmented\2\734e5365-20cd-4e64-87ff-86008db53675_aug10.jpg,2
data\augmented\2\9f8aec57-6c59-4ccd-bfa2-69a46c16e290_aug11.jpg,2
data\augmented\2\3d83593d-9782-4d43-a07e-b7b013968e83_aug12.jpg,2
data\augmented\2\2eca98db-b58a-4bae-9fa8-613fe95598c2_aug13.jpg,2
data\augmented\2\3a3a19b1-13c6-4ef9-a821-09fc0c9575d2_aug14.jpg,2
data\augmented\2\290aca34-5174-4886-be76-59ce112c8b14_aug15.jpg,2
data\augmented\2\9d4c9fe0-0693-4512-b3c4-d4f0c50eb29e_aug16.jpg,2
data\augmented\2\ad0c690f-4026-4c65-9921-26da94fcc708_aug17.jpg,2
data\augmented\2\26c8617b-8db1-4036-9ce9-7ce6054eebe3_aug18.jpg,2
data\augmented\2\6e830838-6969-4cb3-8636-5fe36a405357_aug19.jpg,2
